time,source,target,relativity
200503,39,153,1.2
200503,41,43,0.23
200503,41,138,0.23
200503,43,106,0.35
200503,43,117,1.2
200503,43,117,1.2
200503,43,127,1.2
200503,43,138,1.15
200503,43,153,1.2
200503,43,166,1.2
200503,44,161,0.575
200503,45,161,0.575
200503,47,182,0.775
200503,48,90,0.367
200503,48,181,0.367
200503,50,180,1.45
200503,53,67,1.15
200503,53,67,1.15
200503,53,139,0.35
200503,53,90,0.367
200503,53,181,0.367
200503,54,90,0.575
200503,54,90,0.575
200503,54,90,0.575
200503,54,90,0.575
200503,58,82,0.775
200503,62,108,0.575
200503,63,121,1.5
200503,65,161,0.35
200503,67,67,2.35
200503,67,139,0.35
200503,67,139,0.35
200503,69,81,1.2
200503,69,81,1.2
200503,70,92,0.575
200503,70,196,1.2
200503,71,122,1.5
200503,71,122,1.5
200503,73,88,0.575
200503,74,74,1.2
200503,74,138,1.2
200503,74,161,0.575
200503,74,138,1.2
200503,74,161,0.575
200503,78,186,1.15
200503,81,81,1.2
200503,81,153,1.2
200503,87,87,2.4
200503,87,158,1.2
200503,87,131,0.367
200503,87,136,0.6
200503,87,158,1.2
200503,87,185,1.2
200503,87,201,1.2
200503,90,90,1.15
200503,90,102,0.367
200503,90,116,0.575
200503,90,170,0.367
200503,90,181,1.2
200503,90,116,0.575
200503,91,91,2.1
200503,91,109,0.367
200503,92,131,0.575
200503,92,176,1.15
200503,92,196,0.575
200503,96,156,0.625
200503,96,165,1.35
200503,96,180,0.35
200503,101,160,0.35
200503,101,161,0.575
200503,102,181,0.367
200503,103,130,0.775
200503,103,130,0.775
200503,104,158,0.23
200503,106,138,0.35
200503,108,109,0.575
200503,108,126,0.575
200503,108,173,0.575
200503,108,184,0.23
200503,108,198,0.575
200503,108,200,0.575
200503,108,203,0.575
200503,109,112,0.367
200503,112,158,0.23
200503,113,187,2.65
200503,117,117,1.2
200503,117,127,1.2
200503,117,153,1.2
200503,117,166,1.2
200503,117,127,1.2
200503,117,153,1.2
200503,117,166,1.2
200503,122,122,2.75
200503,122,159,1.25
200503,122,159,1.25
200503,122,180,0.575
200503,122,159,1.25
200503,122,159,1.25
200503,122,180,0.575
200503,123,158,0.23
200503,127,153,1.2
200503,127,166,1.2
200503,128,144,0.575
200503,130,130,1.55
200503,131,185,0.367
200503,131,201,0.367
200503,135,186,0.6
200503,136,136,1.8
200503,136,160,0.6
200503,136,160,0.6
200503,136,185,0.6
200503,136,201,0.6
200503,138,161,0.575
200503,142,164,0.383
200503,153,166,1.2
200503,154,161,0.35
200503,156,159,0.625
200503,156,159,0.625
200503,156,159,0.625
200503,156,165,0.625
200503,158,160,0.35
200503,158,167,0.23
200503,158,167,0.35
200503,159,159,1.925
200503,159,159,0.675
200503,159,180,0.575
200503,159,159,1.45
200503,159,180,0.575
200503,161,185,0.575
200503,161,201,0.575
200503,161,202,0.575
200503,162,162,0.8
200503,162,175,0.367
200503,163,163,0.7
200503,165,180,0.35
200503,167,167,0.675
200503,170,181,0.367
200503,173,203,1.15
200503,184,198,0.26
200503,185,201,1.2
200504,2,93,0.575
200504,3,24,0.35
200504,3,70,0.6
200504,3,92,0.575
200504,3,158,0.35
200504,3,196,0.6
200504,4,24,0.35
200504,4,39,0.6
200504,4,39,0.6
200504,4,100,0.6
200504,4,158,0.35
200504,5,92,0.575
200504,7,34,1.2
200504,7,39,1.2
200504,7,74,1.2
200504,7,74,1.2
200504,7,81,1.2
200504,7,138,1.2
200504,7,153,1.2
200504,7,161,1.15
200504,8,17,0.35
200504,8,180,0.35
200504,8,50,1.45
200504,8,87,1.2
200504,8,131,0.367
200504,8,136,0.6
200504,8,180,1.45
200504,8,185,1.2
200504,8,201,1.2
200504,9,63,1.5
200504,9,121,1.5
200504,11,93,0.575
200504,12,12,1.7
200504,12,15,1.2
200504,12,31,0.575
200504,12,48,0.367
200504,12,53,0.367
200504,12,90,1.2
200504,12,102,0.367
200504,12,108,0.575
200504,12,170,0.367
200504,12,31,0.575
200504,12,108,0.575
200504,15,48,0.367
200504,15,53,0.367
200504,15,90,1.2
200504,15,102,0.367
200504,15,170,0.367
200504,17,96,0.35
200504,17,122,0.575
200504,17,159,0.575
200504,17,159,0.575
200504,17,165,0.35
200504,17,180,1.15
200504,18,20,0.625
200504,18,24,0.35
200504,18,104,0.625
200504,18,112,0.625
200504,18,123,0.625
200504,18,158,0.35
200504,20,24,0.23
200504,20,158,0.23
200504,23,28,1.35
200504,24,104,0.23
200504,24,112,0.23
200504,24,123,0.23
200504,24,158,1.15
200504,24,160,0.35
200504,24,167,0.23
200504,24,167,0.35
200504,25,43,1.2
200504,25,117,1.2
200504,25,117,1.2
200504,25,127,1.2
200504,25,130,1.15
200504,25,153,1.2
200504,25,166,1.2
200504,28,28,0.25
200504,28,28,0.25
200504,28,43,0.23
200504,28,106,0.27
200504,28,138,0.23
200504,28,184,0.35
200504,28,28,1.875
200504,28,41,0.625
200504,28,43,0.58
200504,28,106,0.383
200504,28,138,0.58
200504,28,41,0.625
200504,28,43,0.35
200504,28,106,0.383
200504,28,138,0.35
200504,31,62,0.575
200504,31,108,1.15
200504,31,109,0.575
200504,31,126,0.575
200504,31,173,0.575
200504,31,184,0.23
200504,31,198,0.575
200504,31,200,0.575
200504,31,203,0.575
200504,32,67,1.15
200504,32,139,0.35
200504,34,74,1.2
200504,34,74,1.2
200504,34,138,1.2
200504,34,161,0.575
200504,36,71,1.5
200504,36,122,1.5
200504,37,69,0.6
200504,37,93,0.24
200504,37,98,0.6
200504,39,39,1.2
200504,39,100,1.2
200504,39,81,1.2
200504,39,100,1.2
200504,39,153,1.2
200504,41,43,0.23
200504,41,138,0.23
200504,43,106,0.35
200504,43,117,1.2
200504,43,117,1.2
200504,43,127,1.2
200504,43,138,1.15
200504,43,153,1.2
200504,43,166,1.2
200504,44,161,0.575
200504,45,161,0.575
200504,47,182,0.775
200504,48,90,0.367
200504,50,180,1.45
200504,53,90,0.367
200504,54,90,0.575
200504,54,90,0.575
200504,58,82,0.775
200504,62,108,0.575
200504,63,121,1.5
200504,65,161,0.35
200504,67,139,0.35
200504,69,81,1.2
200504,69,81,1.2
200504,70,92,0.575
200504,70,196,1.2
200504,71,122,1.5
200504,73,88,0.575
200504,74,74,1.2
200504,74,138,1.2
200504,74,161,0.575
200504,74,138,1.2
200504,74,161,0.575
200504,78,186,1.15
200504,81,81,1.2
200504,81,153,1.2
200504,87,87,2.4
200504,87,158,1.2
200504,87,131,0.367
200504,87,136,0.6
200504,87,158,1.2
200504,87,185,1.2
200504,87,201,1.2
200504,90,90,1.15
200504,90,102,0.367
200504,90,116,0.575
200504,90,170,0.367
200504,90,116,0.575
200504,91,91,2.1
200504,91,109,0.367
200504,92,131,0.575
200504,92,176,1.15
200504,92,196,0.575
200504,96,156,0.625
200504,96,165,1.35
200504,96,180,0.35
200504,101,160,0.35
200504,101,161,0.575
200504,103,130,0.775
200504,103,130,0.775
200504,104,158,0.23
200504,106,138,0.35
200504,108,109,0.575
200504,108,126,0.575
200504,108,173,0.575
200504,108,184,0.23
200504,108,198,0.575
200504,108,200,0.575
200504,108,203,0.575
200504,109,112,0.367
200504,112,158,0.23
200504,113,187,2.65
200504,117,117,1.2
200504,117,127,1.2
200504,117,153,1.2
200504,117,166,1.2
200504,117,127,1.2
200504,117,153,1.2
200504,117,166,1.2
200504,122,159,1.25
200504,122,159,1.25
200504,122,180,0.575
200504,123,158,0.23
200504,127,153,1.2
200504,127,166,1.2
200504,128,144,0.575
200504,130,130,1.55
200504,131,185,0.367
200504,131,201,0.367
200504,135,186,0.6
200504,136,160,0.6
200504,136,185,0.6
200504,136,201,0.6
200504,138,161,0.575
200504,142,164,0.383
200504,153,166,1.2
200504,154,161,0.35
200504,156,159,0.625
200504,156,159,0.625
200504,156,159,0.625
200504,156,165,0.625
200504,158,160,0.35
200504,158,167,0.23
200504,158,167,0.35
200504,159,159,1.925
200504,159,159,0.675
200504,159,180,0.575
200504,159,159,1.45
200504,159,180,0.575
200504,161,185,0.575
200504,161,201,0.575
200504,161,202,0.575
200504,162,162,0.8
200504,162,175,0.367
200504,163,163,0.7
200504,165,180,0.35
200504,167,167,0.675
200504,173,203,1.15
200504,184,198,0.26
200504,185,201,1.2
200505,2,93,0.575
200505,3,24,0.35
200505,3,70,0.6
200505,3,92,0.575
200505,3,158,0.35
200505,3,196,0.6
200505,4,24,0.35
200505,4,39,0.6
200505,4,39,0.6
200505,4,100,0.6
200505,4,100,0.6
200505,4,158,0.35
200505,5,92,0.575
200505,7,34,1.2
200505,7,39,1.2
200505,7,74,1.2
200505,7,74,1.2
200505,7,81,1.2
200505,7,138,1.2
200505,7,153,1.2
200505,7,161,1.15
200505,8,17,0.35
200505,8,180,0.35
200505,8,50,1.45
200505,8,87,1.2
200505,8,100,1.2
200505,8,131,0.367
200505,8,136,0.6
200505,8,180,1.45
200505,8,185,1.2
200505,8,201,1.2
200505,9,63,1.5
200505,9,121,1.5
200505,11,93,0.575
200505,12,12,1.7
200505,12,15,1.2
200505,12,31,0.575
200505,12,48,0.367
200505,12,53,0.367
200505,12,90,1.2
200505,12,102,0.367
200505,12,108,0.575
200505,12,170,0.367
200505,12,31,0.575
200505,12,108,0.575
200505,15,48,0.367
200505,15,53,0.367
200505,15,90,1.2
200505,15,102,0.367
200505,15,170,0.367
200505,17,96,0.35
200505,17,122,0.575
200505,17,159,0.575
200505,17,159,0.575
200505,17,165,0.35
200505,17,180,1.15
200505,18,20,0.625
200505,18,24,0.35
200505,18,104,0.625
200505,18,112,0.625
200505,18,123,0.625
200505,18,158,0.35
200505,20,24,0.23
200505,20,158,0.23
200505,23,28,1.35
200505,24,104,0.23
200505,24,112,0.23
200505,24,123,0.23
200505,24,158,1.15
200505,24,160,0.35
200505,24,167,0.23
200505,24,167,0.35
200505,25,43,1.2
200505,25,117,1.2
200505,25,117,1.2
200505,25,127,1.2
200505,25,130,1.15
200505,25,153,1.2
200505,25,166,1.2
200505,28,28,0.25
200505,28,28,0.25
200505,28,43,0.23
200505,28,106,0.27
200505,28,138,0.23
200505,28,184,0.35
200505,28,28,1.875
200505,28,41,0.625
200505,28,43,0.58
200505,28,106,0.383
200505,28,138,0.58
200505,28,41,0.625
200505,28,43,0.35
200505,28,106,0.383
200505,28,138,0.35
200505,31,62,0.575
200505,31,108,1.15
200505,31,109,0.575
200505,31,126,0.575
200505,31,173,0.575
200505,31,184,0.23
200505,31,198,0.575
200505,31,200,0.575
200505,31,203,0.575
200505,32,67,1.15
200505,32,139,0.35
200505,34,74,1.2
200505,34,74,1.2
200505,34,138,1.2
200505,34,161,0.575
200505,36,71,1.5
200505,36,122,1.5
200505,37,69,0.6
200505,37,98,0.6
200505,39,39,1.2
200505,39,100,1.2
200505,39,100,1.2
200505,39,81,1.2
200505,39,100,1.2
200505,39,100,1.2
200505,39,153,1.2
200505,41,43,0.23
200505,41,138,0.23
200505,43,106,0.35
200505,43,117,1.2
200505,43,117,1.2
200505,43,127,1.2
200505,43,138,1.15
200505,43,153,1.2
200505,43,166,1.2
200505,44,161,0.575
200505,45,161,0.575
200505,47,182,0.775
200505,48,90,0.367
200505,50,180,1.45
200505,53,90,0.367
200505,54,90,0.575
200505,54,90,0.575
200505,58,82,0.775
200505,62,108,0.575
200505,63,121,1.5
200505,65,161,0.35
200505,66,140,1.2
200505,67,67,2.4
200505,67,139,0.35
200505,69,81,1.2
200505,69,81,1.2
200505,70,92,0.575
200505,70,196,1.2
200505,71,122,1.5
200505,73,88,0.575
200505,74,74,1.2
200505,74,138,1.2
200505,74,161,0.575
200505,74,138,1.2
200505,74,161,0.575
200505,78,186,1.15
200505,81,81,1.2
200505,81,153,1.2
200505,87,87,2.4
200505,87,158,1.2
200505,87,100,1.2
200505,87,131,0.367
200505,87,136,0.6
200505,87,158,1.2
200505,87,185,1.2
200505,87,201,1.2
200505,90,90,1.15
200505,90,102,0.367
200505,90,116,0.575
200505,90,170,0.367
200505,90,116,0.575
200505,91,91,2.1
200505,91,109,0.367
200505,92,131,0.575
200505,92,176,1.15
200505,92,196,0.575
200505,96,156,0.625
200505,96,165,1.35
200505,96,180,0.35
200505,100,100,1.2
200505,100,131,0.367
200505,100,136,0.6
200505,100,185,1.2
200505,100,201,1.2
200505,101,160,0.35
200505,101,161,0.575
200505,103,130,0.775
200505,103,130,0.775
200505,104,158,0.23
200505,106,138,0.35
200505,108,109,0.575
200505,108,126,0.575
200505,108,173,0.575
200505,108,184,0.23
200505,108,198,0.575
200505,108,200,0.575
200505,108,203,0.575
200505,109,112,0.367
200505,112,158,0.23
200505,113,187,2.65
200505,117,117,1.2
200505,117,127,1.2
200505,117,153,1.2
200505,117,166,1.2
200505,117,127,1.2
200505,117,153,1.2
200505,117,166,1.2
200505,122,159,1.25
200505,122,159,1.25
200505,122,180,0.575
200505,123,158,0.23
200505,127,153,1.2
200505,127,166,1.2
200505,128,144,0.575
200505,130,130,1.55
200505,131,185,0.367
200505,131,201,0.367
200505,135,186,0.6
200505,136,160,0.6
200505,136,185,0.6
200505,136,201,0.6
200505,138,161,0.575
200505,142,164,0.383
200505,153,166,1.2
200505,154,161,0.35
200505,156,159,0.625
200505,156,159,0.625
200505,156,159,0.625
200505,156,165,0.625
200505,158,160,0.35
200505,158,167,0.23
200505,158,167,0.35
200505,159,159,1.925
200505,159,159,0.675
200505,159,180,0.575
200505,159,159,1.45
200505,159,180,0.575
200505,161,185,0.575
200505,161,201,0.575
200505,161,202,0.575
200505,162,162,0.8
200505,162,175,0.367
200505,163,163,0.7
200505,165,180,0.35
200505,167,167,0.675
200505,173,203,1.15
200505,184,198,0.26
200505,185,201,1.2
200506,2,93,0.575
200506,3,24,0.35
200506,3,70,0.6
200506,3,92,0.575
200506,3,158,0.35
200506,3,196,0.6
200506,4,24,0.35
200506,4,39,0.6
200506,4,39,0.6
200506,4,100,0.6
200506,4,158,0.35
200506,5,92,0.575
200506,7,34,1.2
200506,7,39,1.2
200506,7,74,1.2
200506,7,74,1.2
200506,7,81,1.2
200506,7,138,1.2
200506,7,153,1.2
200506,7,161,1.15
200506,8,17,0.35
200506,8,180,0.35
200506,8,50,1.45
200506,8,87,1.2
200506,8,100,1.2
200506,8,131,0.367
200506,8,136,0.6
200506,8,180,1.45
200506,8,185,1.2
200506,8,201,1.2
200506,9,63,1.5
200506,9,121,1.5
200506,11,93,0.575
200506,12,12,1.7
200506,12,15,1.2
200506,12,31,0.575
200506,12,48,0.367
200506,12,53,0.367
200506,12,90,1.2
200506,12,102,0.367
200506,12,108,0.575
200506,12,170,0.367
200506,12,31,0.575
200506,12,108,0.575
200506,15,48,0.367
200506,15,53,0.367
200506,15,90,1.2
200506,15,102,0.367
200506,15,170,0.367
200506,17,96,0.35
200506,17,96,0.35
200506,17,122,0.575
200506,17,159,0.575
200506,17,159,0.575
200506,17,165,0.35
200506,17,180,1.15
200506,18,20,0.625
200506,18,24,0.35
200506,18,104,0.625
200506,18,112,0.625
200506,18,123,0.625
200506,18,158,0.35
200506,20,24,0.23
200506,20,158,0.23
200506,23,28,1.35
200506,24,104,0.23
200506,24,112,0.23
200506,24,123,0.23
200506,24,158,1.15
200506,24,160,0.35
200506,24,167,0.23
200506,24,167,0.35
200506,25,43,1.2
200506,25,117,1.2
200506,25,117,1.2
200506,25,127,1.2
200506,25,130,1.15
200506,25,153,1.2
200506,25,166,1.2
200506,28,28,0.25
200506,28,28,0.25
200506,28,43,0.23
200506,28,106,0.27
200506,28,138,0.23
200506,28,184,0.35
200506,28,28,1.875
200506,28,41,0.625
200506,28,43,0.58
200506,28,106,0.383
200506,28,138,0.58
200506,28,41,0.625
200506,28,43,0.35
200506,28,106,0.383
200506,28,138,0.35
200506,31,62,0.575
200506,31,108,1.15
200506,31,109,0.575
200506,31,126,0.575
200506,31,173,0.575
200506,31,184,0.23
200506,31,198,0.575
200506,31,200,0.575
200506,31,203,0.575
200506,32,139,0.35
200506,34,74,1.2
200506,34,74,1.2
200506,34,138,1.2
200506,34,161,0.575
200506,36,71,1.5
200506,36,122,1.5
200506,37,69,0.6
200506,37,98,0.6
200506,39,39,1.2
200506,39,100,1.2
200506,39,81,1.2
200506,39,100,1.2
200506,39,153,1.2
200506,41,43,0.23
200506,41,138,0.23
200506,43,96,0.35
200506,43,106,0.35
200506,43,117,1.2
200506,43,117,1.2
200506,43,127,1.2
200506,43,138,1.15
200506,43,153,1.2
200506,43,166,1.2
200506,44,161,0.575
200506,45,161,0.575
200506,47,182,0.775
200506,48,90,0.367
200506,50,180,1.45
200506,53,90,0.367
200506,54,90,0.575
200506,54,90,0.575
200506,57,57,2.05
200506,58,82,0.775
200506,62,108,0.575
200506,63,121,1.5
200506,65,161,0.35
200506,66,140,1.2
200506,69,81,1.2
200506,69,81,1.2
200506,70,92,0.575
200506,70,196,1.2
200506,71,122,1.5
200506,73,88,0.575
200506,74,74,1.2
200506,74,138,1.2
200506,74,161,0.575
200506,74,138,1.2
200506,74,161,0.575
200506,78,186,1.15
200506,81,81,1.2
200506,81,153,1.2
200506,87,87,2.4
200506,87,158,1.2
200506,87,100,1.2
200506,87,131,0.367
200506,87,136,0.6
200506,87,158,1.2
200506,87,185,1.2
200506,87,201,1.2
200506,90,90,1.15
200506,90,102,0.367
200506,90,116,0.575
200506,90,170,0.367
200506,90,116,0.575
200506,91,91,2.1
200506,91,109,0.367
200506,92,131,0.575
200506,92,176,1.15
200506,92,196,0.575
200506,96,96,1.35
200506,96,156,0.625
200506,96,165,1.35
200506,96,180,0.35
200506,96,138,0.35
200506,96,156,0.625
200506,96,165,1.35
200506,96,180,0.35
200506,100,131,0.367
200506,100,136,0.6
200506,100,185,1.2
200506,100,201,1.2
200506,101,160,0.35
200506,101,161,0.575
200506,103,130,0.775
200506,103,130,0.775
200506,104,158,0.23
200506,106,138,0.35
200506,108,109,0.575
200506,108,126,0.575
200506,108,173,0.575
200506,108,184,0.23
200506,108,198,0.575
200506,108,200,0.575
200506,108,203,0.575
200506,109,112,0.367
200506,112,158,0.23
200506,113,187,2.65
200506,117,117,1.2
200506,117,127,1.2
200506,117,153,1.2
200506,117,166,1.2
200506,117,127,1.2
200506,117,153,1.2
200506,117,166,1.2
200506,122,159,1.25
200506,122,159,1.25
200506,122,180,0.575
200506,123,158,0.23
200506,127,153,1.2
200506,127,166,1.2
200506,128,144,0.575
200506,130,130,1.55
200506,131,185,0.367
200506,131,201,0.367
200506,135,186,0.6
200506,136,160,0.6
200506,136,185,0.6
200506,136,201,0.6
200506,138,161,0.575
200506,142,164,0.383
200506,153,166,1.2
200506,154,161,0.35
200506,156,159,0.625
200506,156,159,0.625
200506,156,159,0.625
200506,156,165,0.625
200506,158,160,0.35
200506,158,167,0.23
200506,158,167,0.35
200506,159,159,1.925
200506,159,159,0.675
200506,159,180,0.575
200506,159,159,1.45
200506,159,180,0.575
200506,161,185,0.575
200506,161,201,0.575
200506,161,202,0.575
200506,162,162,0.8
200506,162,175,0.367
200506,163,163,0.7
200506,165,180,0.35
200506,167,167,0.675
200506,173,203,1.15
200506,184,198,0.26
200506,185,201,1.2
200507,2,93,0.575
200507,3,24,0.35
200507,3,70,0.6
200507,3,92,0.575
200507,3,158,0.35
200507,3,196,0.6
200507,4,24,0.35
200507,4,39,0.6
200507,4,39,0.6
200507,4,100,0.6
200507,4,158,0.35
200507,5,92,0.575
200507,7,34,1.2
200507,7,39,1.2
200507,7,74,1.2
200507,7,74,1.2
200507,7,81,1.2
200507,7,138,1.2
200507,7,153,1.2
200507,7,161,1.15
200507,8,17,0.35
200507,8,96,0.35
200507,8,180,0.35
200507,8,50,1.45
200507,8,87,1.2
200507,8,100,1.2
200507,8,131,0.367
200507,8,136,0.6
200507,8,180,1.45
200507,8,185,1.2
200507,8,201,1.2
200507,9,63,1.5
200507,9,121,1.5
200507,11,93,0.575
200507,12,12,1.7
200507,12,15,1.2
200507,12,31,0.575
200507,12,48,0.367
200507,12,53,0.367
200507,12,90,1.2
200507,12,102,0.367
200507,12,108,0.575
200507,12,170,0.367
200507,12,31,0.575
200507,12,108,0.575
200507,15,48,0.367
200507,15,53,0.367
200507,15,90,1.2
200507,15,102,0.367
200507,15,170,0.367
200507,17,96,0.35
200507,17,96,1.15
200507,17,122,0.575
200507,17,159,0.575
200507,17,159,0.575
200507,17,165,0.35
200507,17,180,1.15
200507,18,20,0.625
200507,18,24,0.35
200507,18,104,0.625
200507,18,112,0.625
200507,18,123,0.625
200507,18,135,1.45
200507,18,158,0.35
200507,20,24,0.23
200507,20,158,0.23
200507,23,28,1.35
200507,24,104,0.23
200507,24,112,0.23
200507,24,123,0.23
200507,24,158,1.15
200507,24,160,0.35
200507,24,167,0.23
200507,24,167,0.35
200507,25,43,1.2
200507,25,117,1.2
200507,25,117,1.2
200507,25,127,1.2
200507,25,130,1.15
200507,25,153,1.2
200507,25,166,1.2
200507,28,28,0.25
200507,28,28,0.25
200507,28,43,0.23
200507,28,96,0.23
200507,28,106,0.27
200507,28,138,0.23
200507,28,184,0.35
200507,28,28,1.875
200507,28,41,0.625
200507,28,43,0.58
200507,28,96,0.58
200507,28,106,0.383
200507,28,138,0.58
200507,28,41,0.625
200507,28,43,0.35
200507,28,96,0.35
200507,28,106,0.383
200507,28,138,0.35
200507,31,62,0.575
200507,31,108,1.15
200507,31,109,0.575
200507,31,126,0.575
200507,31,173,0.575
200507,31,184,0.23
200507,31,198,0.575
200507,31,200,0.575
200507,31,203,0.575
200507,32,139,0.35
200507,34,74,1.2
200507,34,74,1.2
200507,34,138,1.2
200507,34,161,0.575
200507,36,71,1.5
200507,36,122,1.5
200507,37,69,0.6
200507,37,98,0.6
200507,39,39,1.2
200507,39,100,1.2
200507,39,81,1.2
200507,39,100,1.2
200507,39,153,1.2
200507,41,43,0.23
200507,41,96,0.23
200507,41,138,0.23
200507,43,96,0.35
200507,43,96,1.15
200507,43,106,0.35
200507,43,117,1.2
200507,43,117,1.2
200507,43,127,1.2
200507,43,138,1.15
200507,43,153,1.2
200507,43,166,1.2
200507,44,161,0.575
200507,45,161,0.575
200507,47,182,0.775
200507,48,90,0.367
200507,50,180,1.45
200507,53,90,0.367
200507,54,90,0.575
200507,54,90,0.575
200507,58,82,0.775
200507,61,61,1.65
200507,62,108,0.575
200507,63,121,1.5
200507,65,161,0.35
200507,66,140,1.2
200507,69,81,1.2
200507,69,81,1.2
200507,70,92,0.575
200507,70,196,1.2
200507,71,122,1.5
200507,73,88,0.575
200507,74,74,1.2
200507,74,138,1.2
200507,74,161,0.575
200507,74,138,1.2
200507,74,161,0.575
200507,78,186,1.15
200507,81,81,1.2
200507,81,153,1.2
200507,87,87,2.4
200507,87,158,1.2
200507,87,100,1.2
200507,87,131,0.367
200507,87,136,0.6
200507,87,158,1.2
200507,87,185,1.2
200507,87,201,1.2
200507,90,90,1.15
200507,90,102,0.367
200507,90,116,0.575
200507,90,170,0.367
200507,90,116,0.575
200507,91,91,2.1
200507,91,109,0.367
200507,92,131,0.575
200507,92,176,1.15
200507,92,196,0.575
200507,96,96,0.7
200507,96,138,0.35
200507,96,156,0.625
200507,96,165,1.35
200507,96,180,0.35
200507,96,106,0.35
200507,96,122,0.575
200507,96,138,1.15
200507,96,156,0.625
200507,96,159,1.925
200507,96,159,1.25
200507,96,159,0.675
200507,96,165,0.35
200507,96,180,1.15
200507,100,131,0.367
200507,100,136,0.6
200507,100,185,1.2
200507,100,201,1.2
200507,101,160,0.35
200507,101,161,0.575
200507,103,130,0.775
200507,103,130,0.775
200507,104,158,0.23
200507,106,138,0.35
200507,108,109,0.575
200507,108,126,0.575
200507,108,173,0.575
200507,108,184,0.23
200507,108,198,0.575
200507,108,200,0.575
200507,108,203,0.575
200507,109,112,0.367
200507,112,158,0.23
200507,113,187,2.65
200507,117,117,1.2
200507,117,127,1.2
200507,117,153,1.2
200507,117,166,1.2
200507,117,127,1.2
200507,117,153,1.2
200507,117,166,1.2
200507,122,159,1.25
200507,122,159,1.25
200507,122,180,0.575
200507,123,158,0.23
200507,127,153,1.2
200507,127,166,1.2
200507,128,144,0.575
200507,130,130,1.55
200507,131,185,0.367
200507,131,201,0.367
200507,135,135,1.86
200507,135,186,0.6
200507,136,160,0.6
200507,136,185,0.6
200507,136,201,0.6
200507,138,161,0.575
200507,142,164,0.383
200507,146,146,1.25
200507,153,166,1.2
200507,154,161,0.35
200507,156,159,0.625
200507,156,159,0.625
200507,156,159,0.625
200507,156,165,0.625
200507,158,160,0.35
200507,158,167,0.23
200507,158,167,0.35
200507,159,159,1.925
200507,159,159,0.675
200507,159,180,0.575
200507,159,159,1.45
200507,159,180,0.575
200507,161,185,0.575
200507,161,201,0.575
200507,161,202,0.575
200507,162,162,0.8
200507,162,175,0.367
200507,163,163,0.7
200507,165,180,0.35
200507,167,167,0.675
200507,173,203,1.15
200507,184,198,0.26
200507,185,201,1.2
200508,2,93,0.575
200508,2,93,0.575
200508,3,24,0.35
200508,3,70,0.6
200508,3,92,0.575
200508,3,158,0.35
200508,3,196,0.6
200508,4,24,0.35
200508,4,39,0.6
200508,4,39,0.6
200508,4,100,0.6
200508,4,158,0.35
200508,5,92,0.575
200508,7,34,1.2
200508,7,39,1.2
200508,7,74,1.2
200508,7,74,1.2
200508,7,81,1.2
200508,7,138,1.2
200508,7,153,1.2
200508,7,161,1.15
200508,8,17,0.35
200508,8,96,0.35
200508,8,180,0.35
200508,8,50,1.45
200508,8,87,1.2
200508,8,100,1.2
200508,8,131,0.367
200508,8,136,0.6
200508,8,136,1.2
200508,8,180,1.45
200508,8,185,1.2
200508,8,201,1.2
200508,9,63,1.5
200508,9,121,1.5
200508,11,93,0.575
200508,12,12,1.7
200508,12,15,1.2
200508,12,31,0.575
200508,12,48,0.367
200508,12,53,0.367
200508,12,90,1.2
200508,12,102,0.367
200508,12,108,0.575
200508,12,170,0.367
200508,12,31,0.575
200508,12,108,0.575
200508,15,48,0.367
200508,15,53,0.367
200508,15,90,1.2
200508,15,102,0.367
200508,15,170,0.367
200508,17,96,1.15
200508,17,122,0.575
200508,17,159,0.575
200508,17,159,0.575
200508,17,165,0.35
200508,17,180,1.15
200508,18,20,0.625
200508,18,24,0.35
200508,18,104,0.625
200508,18,112,0.625
200508,18,123,0.625
200508,18,135,1.45
200508,18,158,0.35
200508,20,24,0.23
200508,20,158,0.23
200508,23,28,1.35
200508,24,104,0.23
200508,24,112,0.23
200508,24,123,0.23
200508,24,158,1.15
200508,24,160,0.35
200508,24,167,0.23
200508,24,167,0.35
200508,25,25,2.35
200508,25,43,1.2
200508,25,117,1.2
200508,25,117,1.2
200508,25,127,1.2
200508,25,130,1.15
200508,25,153,1.2
200508,25,166,1.2
200508,25,43,1.2
200508,25,117,1.2
200508,25,117,1.2
200508,25,127,1.2
200508,25,130,1.15
200508,25,153,1.2
200508,25,166,1.2
200508,28,28,0.25
200508,28,28,0.25
200508,28,43,0.23
200508,28,96,0.23
200508,28,106,0.27
200508,28,138,0.23
200508,28,184,0.35
200508,28,28,1.875
200508,28,41,0.625
200508,28,43,0.58
200508,28,96,0.58
200508,28,106,0.383
200508,28,138,0.58
200508,28,41,0.625
200508,28,43,0.35
200508,28,96,0.35
200508,28,106,0.383
200508,28,138,0.35
200508,31,62,0.575
200508,31,108,1.15
200508,31,109,0.575
200508,31,126,0.575
200508,31,173,0.575
200508,31,184,0.23
200508,31,198,0.575
200508,31,200,0.575
200508,31,203,0.575
200508,32,139,0.35
200508,34,74,1.2
200508,34,74,1.2
200508,34,138,1.2
200508,34,161,0.575
200508,36,71,1.5
200508,36,122,1.5
200508,37,69,0.6
200508,37,98,0.6
200508,39,39,1.2
200508,39,100,1.2
200508,39,81,1.2
200508,39,100,1.2
200508,39,153,1.2
200508,41,43,0.23
200508,41,96,0.23
